{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'major', 'question': 'minor', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'trail', 'question': 'minor', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'major', 'question': 'fsfjl', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'trail', 'question': 'fsfjl', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'when', 'question': 'where', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'gross', 'question': 'where', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'when', 'question': 'ftqzy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'gross', 'question': 'ftqzy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bow', 'question': 'arrow', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'parade', 'question': 'arrow', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'bow', 'question': 'jfhbt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'parade', 'question': 'jfhbt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'link', 'question': 'chain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'elements', 'question': 'chain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'link', 'question': 'zqyrt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'elements', 'question': 'zqyrt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'reef', 'question': 'coral', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'snob', 'question': 'coral', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'reef', 'question': 'ggqjx', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'snob', 'question': 'ggqjx', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'transplant', 'question': 'heart', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hostage', 'question': 'heart', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'transplant', 'question': 'qxcqy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'hostage', 'question': 'qxcqy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'trot', 'question': 'horse', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'eight', 'question': 'horse', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'trot', 'question': 'vttpn', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'eight', 'question': 'vttpn', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'liquid', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'left', 'question': 'zbtly', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'liquid', 'question': 'zbtly', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pepperoni', 'question': 'pizza', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dangerous', 'question': 'pizza', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'pepperoni', 'question': 'rlqpb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'dangerous', 'question': 'rlqpb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cobra', 'question': 'snake', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chimpanzee', 'question': 'snake', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'cobra', 'question': 'vvbhz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'chimpanzee', 'question': 'vvbhz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'giggle', 'question': 'laugh', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'vocabulary', 'question': 'laugh', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'giggle', 'question': 'whpfp', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'vocabulary', 'question': 'whpfp', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'king', 'question': 'queen', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'breakfast', 'question': 'queen', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'king', 'question': 'wdxcy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'breakfast', 'question': 'wdxcy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'north', 'question': 'south', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cigar', 'question': 'south', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'north', 'question': 'srjvx', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'cigar', 'question': 'srjvx', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'airport', 'question': 'plane', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'inhale', 'question': 'plane', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'airport', 'question': 'lrnmx', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'inhale', 'question': 'lrnmx', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'lost', 'question': 'found', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'pedal', 'question': 'found', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'lost', 'question': 'cyzfs', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'pedal', 'question': 'cyzfs', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'aunt', 'question': 'uncle', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cereal', 'question': 'uncle', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'aunt', 'question': 'cccbm', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'cereal', 'question': 'cccbm', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'postage', 'question': 'stamp', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'drunk', 'question': 'stamp', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'postage', 'question': 'cybjg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'drunk', 'question': 'cybjg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'nap', 'question': 'sleep', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'farmer', 'question': 'sleep', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'nap', 'question': 'chbjk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'farmer', 'question': 'chbjk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'open', 'question': 'close', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'information', 'question': 'close', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'open', 'question': 'cpbyz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'information', 'question': 'cpbyz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'gums', 'question': 'teeth', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'invent', 'question': 'teeth', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'gums', 'question': 'bmdql', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'invent', 'question': 'bmdql', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'tall', 'question': 'short', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nickel', 'question': 'short', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'tall', 'question': 'bncwb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'nickel', 'question': 'bncwb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'intoxicated', 'question': 'drunk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'diminish', 'question': 'drunk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'intoxicated', 'question': 'wqldl', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'diminish', 'question': 'wqldl', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'plus', 'question': 'minus', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ancestor', 'question': 'minus', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'plus', 'question': 'zgblf', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'ancestor', 'question': 'zgblf', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'globe', 'question': 'world', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'softball', 'question': 'world', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'globe', 'question': 'zrfvr', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'softball', 'question': 'zrfvr', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'blackboard', 'question': 'chalk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'orchid', 'question': 'chalk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'blackboard', 'question': 'mmdxz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'orchid', 'question': 'mmdxz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'man', 'question': 'woman', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'grade', 'question': 'woman', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'man', 'question': 'hznvf', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'grade', 'question': 'hznvf', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'celebration', 'question': 'party', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'parsley', 'question': 'party', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'celebration', 'question': 'cmxbg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'parsley', 'question': 'cmxbg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'white', 'question': 'black', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'selection', 'question': 'black', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'white', 'question': 'nzdqg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'selection', 'question': 'nzdqg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'socks', 'question': 'shoes', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'friar', 'question': 'shoes', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'socks', 'question': 'tpbbg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'friar', 'question': 'tpbbg', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'ghoul', 'question': 'ghost', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'otter', 'question': 'ghost', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'ghoul', 'question': 'ywktv', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'otter', 'question': 'ywktv', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'blouse', 'question': 'shirt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'human', 'question': 'shirt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'blouse', 'question': 'zxqsh', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'human', 'question': 'zxqsh', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'slacks', 'question': 'pants', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'spree', 'question': 'pants', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'slacks', 'question': 'jfyfc', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'spree', 'question': 'jfyfc', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bulletin', 'question': 'board', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'brittle', 'question': 'board', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'bulletin', 'question': 'hwdjy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'brittle', 'question': 'hwdjy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'vacate', 'question': 'leave', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'trot', 'question': 'leave', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'vacate', 'question': 'mzrvh', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'trot', 'question': 'mzrvh', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'here', 'question': 'there', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'security', 'question': 'there', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'here', 'question': 'rblyv', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'security', 'question': 'rblyv', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'escargot', 'question': 'snail', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'happiness', 'question': 'snail', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'escargot', 'question': 'ndbtz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'happiness', 'question': 'ndbtz', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'groom', 'question': 'bride', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'belong', 'question': 'bride', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'groom', 'question': 'ftxbc', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'belong', 'question': 'ftxbc', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'toss', 'question': 'throw', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'knight', 'question': 'throw', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'toss', 'question': 'byzhk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'knight', 'question': 'byzhk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'men', 'question': 'women', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
